word,kana,level,topic
文化財,ぶんかざい,N2,街
指定,してい,N2,社会
風習,ふうしゅう,N2,社会
芸術,げいじゅつ,N2,趣味
展示,てんじ,N2,趣味
彫刻,ちょうこく,N2,趣味
絵画,かいが,N2,趣味
舞台,ぶたい,N2,趣味
観客,かんきゃく,N2,趣味
感動,かんどう,N2,趣味
物語,ものがたり,N2,趣味
筋肉痛,きんにくつう,N2,体
心臓,しんぞう,N2,体
胃,い,N2,体
肌,はだ,N2,体
傷,きず,N2,体
ふさがる,ふさがる,N2,交通
かゆい,かゆい,N2,体
だるい,だるい,N2,体
眠気,ねむけ,N2,体
体調,たいちょう,N2,体
健康診断,けんこうしんだん,N2,体
処方,しょほう,N2,体
副作用,ふくさよう,N2,体
発達,はったつ,N2,社会
産業,さんぎょう,N2,社会
貿易,ぼうえき,N2,仕事
国際,こくさい,N2,社会
海外,かいがい,N2,仕事
国内,こくない,N2,趣味
移民,いみん,N2,社会
言語,げんご,N2,学校
方言,ほうげん,N2,社会
欠ける,かける,N2,家
縁,ふち,N2,家
ぶつける,ぶつける,N2,家
ぶつかる,ぶつかる,N2,交通
生地,きじ,N2,買い物
模様,もよう,N2,買い物
縫う,ぬう,N2,家
干す,ほす,N2,家
押し入れ,おしいれ,N2,家
しまう,しまう,N2,家
そろえる,そろえる,N2,家
そろう,そろう,N2,家
炊事,すいじ,N2,食べ物
細かい,こまかい,N2,仕事
香り,かおり,N2,食べ物
余り,あまり,N2,食べ物
産地,さんち,N2,買い物
包装,ほうそう,N2,買い物
袋詰め,ふくろづめ,N2,買い物
隙間,すきま,N2,家
裏側,うらがわ,N2,学校
上方,じょうほう,N2,街
薄暗い,うすぐらい,N2,家
明るさ,あかるさ,N2,仕事
状況,じょうきょう,N2,仕事
報告,ほうこく,N2,仕事
転送先,てんそうさき,N2,仕事
名簿,めいぼ,N2,仕事
除く,のぞく,N2,買い物
含める,ふくめる,N2,仕事
ごと,ごと,N2,食べ物
おしまい,おしまい,N2,仕事
画,が,N2,趣味
難い,がたい,N2,人
がち,がち,N2,仕事
気味,ぎみ,N2,体
行,ぎょう,N2,学校
業,ぎょう,N2,社会
切れ,きれ,N2,買い物
系,けい,N2,学校
圏,けん,N2,社会
校,こう,N2,学校
号,ごう,N2,趣味
毎,ごと,N2,交通
産,さん,N2,買い物
史,し,N2,学校
時間目,じかんめ,N2,学校
室,しつ,N2,仕事
者,しゃ,N2,仕事
社,しゃ,N2,仕事
酒,しゅ,N2,食べ物
集,しゅう,N2,趣味
省,しょう,N2,社会
商,しょう,N2,街
勝,しょう,N2,趣味
条,じょう,N2,社会
場,じょう,N2,仕事
畳,じょう,N2,家
済,ずみ,N2,仕事
沿い,そい,N2,街
だらけ,だらけ,N2,家
団,だん,N2,趣味
着,ちゃく,N2,買い物
庁,ちょう,N2,社会
兆,ちょう,N2,数
長,ちょう,N2,仕事
帳,ちょう,N2,仕事
丁目,ちょうめ,N2,街
通,つう,N2,仕事
遣い,づかい,N2,人
等,とう,N2,趣味
内,ない,N2,学校
年生,ねんせい,N2,学校
発,はつ,N2,交通
番目,ばんめ,N2,位置
病,びょう,N2,体
部,ぶ,N2,仕事
振り,ぶり,N2,時間
弁,べん,N2,社会
歩,ほ,N2,交通
ぽい,ぽい,N2,買い物
みたい,みたい,N2,人
向け,むけ,N2,学校
流,りゅう,N2,学校
力,りょく,N2,体
論,ろん,N2,学校
明くる,あくる,N2,時間
御,おん,N2,仕事
かび,かび,N2,家
共産,きょうさん,N2,社会
現,げん,N2,仕事
小,こ,N2,自然
高,こう,N2,学校
重,じゅう,N2,仕事
初,しょ,N2,人
諸,しょ,N2,仕事
しわ,しわ,N2,買い物
第,だい,N2,社会
短,たん,N2,仕事
低,てい,N2,買い物
ほんの,ほんの,N2,様子
民主,みんしゅ,N2,社会
和,わ,N2,交通
我,わが,N2,仕事
相変わらず,あいかわらず,N2,様子
扇ぐ,あおぐ,N2,動作
青白い,あおじろい,N2,体
呆れる,あきれる,N2,様子
アクセント,アクセント,N2,学校
あくび,あくび,N2,体
明け方,あけがた,N2,時間
朝寝坊,あさねぼう,N2,家
足跡,あしあと,N2,自然
足元,あしもと,N2,位置
温まる,あたたまる,N2,体
あちらこちら,あちらこちら,N2,位置
厚かましい,あつかましい,N2,人
圧縮,あっしゅく,N2,仕事
宛名,あてな,N2,仕事
当てはまる,あてはまる,N2,仕事
当てはめる,あてはめる,N2,仕事
あぶる,あぶる,N2,食べ物
あふれる,あふれる,N2,自然
編み物,あみもの,N2,趣味
危うい,あやうい,N2,様子
怪しい,あやしい,N2,社会
荒い,あらい,N2,自然
粗い,あらい,N2,学校
粗筋,あらすじ,N2,趣味
有難い,ありがたい,N2,人
あれこれ,あれこれ,N2,様子
荒れる,あれる,N2,体
慌ただしい,あわただしい,N2,時間
安易,あんい,N2,仕事
アンテナ,アンテナ,N2,家
言い出す,いいだす,N2,仕事
言い付ける,いいつける,N2,仕事
意義,いぎ,N2,社会
生き生き,いきいき,N2,様子
育児,いくじ,N2,家
幾分,いくぶん,N2,体
生け花,いけばな,N2,趣味
以後,いご,N2,時間
イコール,イコール,N2,買い物
勇ましい,いさましい,N2,人
衣食住,いしょくじゅう,N2,社会
いちいち,いちいち,N2,仕事
一段と,いちだんと,N2,自然
一流,いちりゅう,N2,仕事
一昨日,いっさくじつ,N2,時間
一昨年,いっさくねん,N2,仕事
一斉,いっせい,N2,様子
一旦,いったん,N2,様子
一定,いってい,N2,家
行ってらっしゃい,いってらっしゃい,N2,あいさつ
いってきます,いってきます,N2,あいさつ
移転,いてん,N2,仕事
威張る,いばる,N2,人
嫌がる,いやがる,N2,体
いよいよ,いよいよ,N2,時間
入れ物,いれもの,N2,家
インキ,インキ,N2,持ち物
引力,いんりょく,N2,学校
ウール,ウール,N2,買い物
ウエートレス,ウエートレス,N2,食べ物
植木,うえき,N2,家
浮かべる,うかべる,N2,人
浮く,うく,N2,自然
承る,うけたまわる,N2,仕事
受取,うけとり,N2,仕事
受け持つ,うけもつ,N2,学校
薄める,うすめる,N2,食べ物
打ち消す,うちけす,N2,社会
うどん,うどん,N2,食べ物
うなずく,うなずく,N2,動作
有無,うむ,N2,仕事
埋める,うめる,N2,家
裏返す,うらがえす,N2,食べ物
裏口,うらぐち,N2,家
占う,うらなう,N2,趣味
恨み,うらみ,N2,人
恨む,うらむ,N2,人
羨む,うらやむ,N2,人
売り切れ,うりきれ,N2,買い物
売り切れる,うりきれる,N2,趣味
売れ行き,うれゆき,N2,仕事
うろうろ,うろうろ,N2,街
運河,うんが,N2,街
英文,えいぶん,N2,学校
英和,えいわ,N2,学校
ええと,ええと,N2,あいさつ
液体,えきたい,N2,学校
エチケット,エチケット,N2,社会
絵の具,えのぐ,N2,趣味
エプロン,エプロン,N2,家
宴会,えんかい,N2,仕事
園芸,えんげい,N2,趣味
演劇,えんげき,N2,趣味
円周,えんしゅう,N2,学校
遠足,えんそく,N2,学校
煙突,えんとつ,N2,街
オーケストラ,オーケストラ,N2,趣味
オートメーション,オートメーション,N2,仕事
追いかける,おいかける,N2,動作
追い越す,おいこす,N2,交通
オイル,オイル,N2,交通
王女,おうじょ,N2,趣味
応接,おうせつ,N2,仕事
欧米,おうべい,N2,社会
おおざっぱ,おおざっぱ,N2,仕事
大通り,おおどおり,N2,街
お帰り,おかえり,N2,あいさつ
おかけください,おかけください,N2,あいさつ
おかげさまで,おかげさまで,N2,あいさつ
おかず,おかず,N2,食べ物
おかまいなく,おかまいなく,N2,あいさつ
拝む,おがむ,N2,社会
お代わり,おかわり,N2,食べ物
お気の毒に,おきのどくに,N2,あいさつ
屋外,おくがい,N2,仕事
送り仮名,おくりがな,N2,学校
お元気で,おげんきで,N2,あいさつ
怠る,おこたる,N2,仕事
お先に,おさきに,N2,あいさつ
伯父,おじ,N2,人
叔父,おじ,N2,人
伯父さん,おじさん,N2,人
お邪魔します,おじゃまします,N2,あいさつ
お世話になりました,おせわになりました,N2,あいさつ
お大事に,おだいじに,N2,あいさつ
お出掛け,おでかけ,N2,家
お手伝いさん,おてつだいさん,N2,家
脅かす,おどかす,N2,人
驚かす,おどろかす,N2,人
お願いします,おねがいします,N2,あいさつ
各々,おのおの,N2,仕事
伯母,おば,N2,人
叔母,おば,N2,人
小母さん,おばさん,N2,人
お参り,おまいり,N2,社会
お待たせしました,おまたせしました,N2,あいさつ
お待ちください,おまちください,N2,あいさつ
おめでたい,おめでたい,N2,人
思い掛けない,おもいがけない,N2,様子
思い切り,おもいきり,N2,趣味
思いっきり,おもいっきり,N2,趣味
重たい,おもたい,N2,持ち物
お休み,おやすみ,N2,仕事
おやつ,おやつ,N2,食べ物
親指,おやゆび,N2,体
オルガン,オルガン,N2,趣味
恩恵,おんけい,N2,自然
温室,おんしつ,N2,自然
温帯,おんたい,N2,自然
御中,おんちゅう,N2,仕事
女の人,おんなのひと,N2,人
カーブ,カーブ,N2,交通
開会,かいかい,N2,仕事
会館,かいかん,N2,街
解散,かいさん,N2,社会
海水浴,かいすいよく,N2,趣味
回数券,かいすうけん,N2,交通
解説,かいせつ,N2,趣味
改造,かいぞう,N2,家
開通,かいつう,N2,交通
解答,かいとう,N2,学校
回答,かいとう,N2,仕事
外部,がいぶ,N2,仕事
解放,かいほう,N2,仕事
開放,かいほう,N2,社会
海洋,かいよう,N2,自然
概論,がいろん,N2,学校
家屋,かおく,N2,社会
係わる,かかわる,N2,社会
書留,かきとめ,N2,仕事
書取,かきとり,N2,学校
垣根,かきね,N2,家
限り,かぎり,N2,仕事
架空,かくう,N2,趣味
拡充,かくじゅう,N2,仕事
学術,がくじゅつ,N2,学校
各地,かくち,N2,自然
拡張,かくちょう,N2,街
学年,がくねん,N2,学校
学部,がくぶ,N2,学校
格別,かくべつ,N2,食べ物
確率,かくりつ,N2,学校
学力,がくりょく,N2,学校
掛け算,かけざん,N2,学校
可決,かけつ,N2,社会
火口,かこう,N2,自然
下降,かこう,N2,仕事
飾り,かざり,N2,家
火山,かざん,N2,自然
かしこまりました,かしこまりました,N2,あいさつ
過失,かしつ,N2,社会
果実,かじつ,N2,自然
貸間,かしま,N2,家
貸家,かしや,N2,家
箇所,かしょ,N2,仕事
かじる,かじる,N2,動作
課税,かぜい,N2,社会
カセット,カセット,N2,趣味
下線,かせん,N2,学校
加速,かそく,N2,交通
加速度,かそくど,N2,学校
かたかな,かたかな,N2,学校
かたづく,かたづく,N2,仕事
固まる,かたまる,N2,食べ物
片寄る,かたよる,N2,社会
学科,がっか,N2,学校
学会,がっかい,N2,学校
学級,がっきゅう,N2,学校
担ぐ,かつぐ,N2,動作
括弧,かっこ,N2,学校
活字,かつじ,N2,学校
勝手に,かってに,N2,仕事
活力,かつりょく,N2,人
課程,かてい,N2,学校
仮名,かな,N2,学校
仮名遣い,かなづかい,N2,学校
鐘,かね,N2,街
加熱,かねつ,N2,食べ物
兼ねる,かねる,N2,仕事
過半数,かはんすう,N2,社会
被せる,かぶせる,N2,食べ物
釜,かま,N2,食べ物
構いません,かまいません,N2,あいさつ
紙屑,かみくず,N2,家
神様,かみさま,N2,社会
剃刀,かみそり,N2,体
ガム,ガム,N2,食べ物
貨物,かもつ,N2,交通
カラー,カラー,N2,仕事
からかう,からかう,N2,人
空っぽ,からっぽ,N2,家
かるた,かるた,N2,趣味
カロリー,カロリー,N2,食べ物
可愛がる,かわいがる,N2,家
乾かす,かわかす,N2,体
瓦,かわら,N2,家
感激,かんげき,N2,人
関西,かんさい,N2,社会
元日,がんじつ,N2,時間
鑑賞,かんしょう,N2,趣味
間接,かんせつ,N2,人
観測,かんそく,N2,自然
寒帯,かんたい,N2,自然
勘違い,かんちがい,N2,時間
官庁,かんちょう,N2,社会
乾電池,かんでんち,N2,家
関東,かんとう,N2,社会
観念,かんねん,N2,社会
乾杯,かんぱい,N2,食べ物
冠,かんむり,N2,趣味
漢和,かんわ,N2,学校
着替え,きがえ,N2,買い物
着替える,きがえる,N2,家
機関車,きかんしゃ,N2,交通
飢饉,ききん,N2,社会
器具,きぐ,N2,家
儀式,ぎしき,N2,社会
起床,きしょう,N2,時間
着せる,きせる,N2,家
基礎,きそ,N2,学校
基地,きち,N2,社会
きっかけ,きっかけ,N2,人
ぎっしり,ぎっしり,N2,買い物
基盤,きばん,N2,社会
客席,きゃくせき,N2,趣味
客間,きゃくま,N2,家
キャンパス,キャンパス,N2,学校
休業,きゅうぎょう,N2,買い物
休講,きゅうこう,N2,学校
休息,きゅうそく,N2,仕事
休養,きゅうよう,N2,体
清い,きよい,N2,自然
強化,きょうか,N2,趣味
境界,きょうかい,N2,位置
恐縮,きょうしゅく,N2,あいさつ
曲線,きょくせん,N2,学校
規律,きりつ,N2,学校
金魚,きんぎょ,N2,趣味
クーラー,クーラー,N2,家
区域,くいき,N2,交通
偶数,ぐうすう,N2,数
空想,くうそう,N2,様子
空中,くうちゅう,N2,自然
釘,くぎ,N2,家
区切る,くぎる,N2,学校
櫛,くし,N2,体
くしゃみ,くしゃみ,N2,体
苦心,くしん,N2,仕事
屑,くず,N2,家
崩す,くずす,N2,買い物
薬指,くすりゆび,N2,体
砕く,くだく,N2,食べ物
砕ける,くだける,N2,家
くたびれる,くたびれる,N2,体
くだらない,くだらない,N2,様子
下る,くだる,N2,交通
唇,くちびる,N2,体
口紅,くちべに,N2,買い物
くっつく,くっつく,N2,家
くっつける,くっつける,N2,家
くどい,くどい,N2,人
句読点,くとうてん,N2,学校
区分,くぶん,N2,仕事
組合せ,くみあわせ,N2,趣味
悔やむ,くやむ,N2,人
クリーニング,クリーニング,N2,買い物
くるむ,くるむ,N2,家
郡,ぐん,N2,社会
稽古,けいこ,N2,趣味
蛍光灯,けいこうとう,N2,家
形式,けいしき,N2,仕事
毛糸,けいと,N2,趣味
経度,けいど,N2,学校
系統,けいとう,N2,仕事
芸能,げいのう,N2,趣味
競馬,けいば,N2,趣味
警備,けいび,N2,社会
形容詞,けいようし,N2,学校
形容動詞,けいようどうし,N2,学校
外科,げか,N2,体
毛皮,けがわ,N2,買い物
激増,げきぞう,N2,仕事
下車,げしゃ,N2,交通
下旬,げじゅん,N2,時間
下水,げすい,N2,街
削る,けずる,N2,仕事
桁,けた,N2,数
下駄,げた,N2,買い物
血圧,けつあつ,N2,体
月給,げっきゅう,N2,仕事
傑作,けっさく,N2,趣味
気配,けはい,N2,様子
下品,げひん,N2,人
煙い,けむい,N2,家
原稿,げんこう,N2,仕事
原産,げんさん,N2,自然
原始,げんし,N2,自然
謙遜,けんそん,N2,人
県庁,けんちょう,N2,社会
現に,げんに,N2,社会
顕微鏡,けんびきょう,N2,学校
原理,げんり,N2,学校
原料,げんりょう,N2,仕事
碁,ご,N2,趣味
コーラス,コーラス,N2,趣味
恋しい,こいしい,N2,人
工員,こういん,N2,仕事
強引,ごういん,N2,仕事
公害,こうがい,N2,社会
工芸,こうげい,N2,趣味
交差,こうさ,N2,交通
講師,こうし,N2,学校
公式,こうしき,N2,学校
口実,こうじつ,N2,人
こうして,こうして,N2,接続詞
校舎,こうしゃ,N2,学校
公衆,こうしゅう,N2,社会
香水,こうすい,N2,買い物
公正,こうせい,N2,社会
光線,こうせん,N2,自然
高層,こうそう,N2,街
耕地,こうち,N2,自然
交通機関,こうつうきかん,N2,交通
高度,こうど,N2,交通
高等,こうとう,N2,仕事
合同,ごうどう,N2,仕事
高等学校,こうとうがっこう,N2,学校
鉱物,こうぶつ,N2,自然
公務,こうむ,N2,仕事
紅葉,こうよう,N2,自然
合理,ごうり,N2,仕事
合流,ごうりゅう,N2,交通
効力,こうりょく,N2,買い物
焦がす,こがす,N2,食べ物
国王,こくおう,N2,趣味
国立,こくりつ,N2,学校
ご苦労様,ごくろうさま,N2,あいさつ
焦げる,こげる,N2,食べ物
凍える,こごえる,N2,体
心当たり,こころあたり,N2,様子
腰掛け,こしかけ,N2,家
腰掛ける,こしかける,N2,動作
五十音,ごじゅうおん,N2,学校
こしらえる,こしらえる,N2,食べ物
擦る,こする,N2,体
個体,こたい,N2,学校
こちらこそ,こちらこそ,N2,あいさつ
小遣い,こづかい,N2,家
コック,コック,N2,仕事
古典,こてん,N2,学校
言付ける,ことづける,N2,人
言葉遣い,ことばづかい,N2,仕事
こないだ,こないだ,N2,買い物
御無沙汰,ごぶさた,N2,あいさつ
ゴム,ゴム,N2,家
御免,ごめん,N2,あいさつ
ごめんください,ごめんください,N2,あいさつ
小指,こゆび,N2,体
堪える,こらえる,N2,体
娯楽,ごらく,N2,趣味
御覧,ごらん,N2,仕事
コレクション,コレクション,N2,趣味
転がす,ころがす,N2,動作
転がる,ころがる,N2,趣味
紺,こん,N2,色
コンクール,コンクール,N2,趣味
コンクリート,コンクリート,N2,街
混合,こんごう,N2,学校
コンセント,コンセント,N2,家
献立,こんだて,N2,食べ物
サークル,サークル,N2,学校
在学,ざいがく,N2,学校
再三,さいさん,N2,仕事
祭日,さいじつ,N2,時間
採点,さいてん,N2,学校
災難,さいなん,N2,社会
裁縫,さいほう,N2,趣味
材木,ざいもく,N2,家
サイレン,サイレン,N2,社会
逆さ,さかさ,N2,家
逆様,さかさま,N2,学校
遡る,さかのぼる,N2,仕事
酒場,さかば,N2,街
一昨昨日,さきおととい,N2,時間
先程,さきほど,N2,時間
索引,さくいん,N2,学校
作者,さくしゃ,N2,趣味
削除,さくじょ,N2,仕事
作成,さくせい,N2,仕事
作製,さくせい,N2,仕事
囁く,ささやく,N2,人
刺さる,ささる,N2,体
匙,さじ,N2,食べ物
座敷,ざしき,N2,家
差し支え,さしつかえ,N2,人
差し引き,さしひき,N2,仕事
撮影,さつえい,N2,趣味
雑音,ざつおん,N2,仕事
さっさと,さっさと,N2,仕事
錆,さび,N2,家
座布団,ざぶとん,N2,家
妨げる,さまたげる,N2,家
サラリーマン,サラリーマン,N2,仕事
さわやか,さわやか,N2,自然
三角,さんかく,N2,学校
算数,さんすう,N2,学校
サンプル,サンプル,N2,仕事
山林,さんりん,N2,自然
シーズン,シーズン,N2,交通
シーツ,シーツ,N2,家
仕上がる,しあがる,N2,仕事
明明後日,しあさって,N2,時間
寺院,じいん,N2,街
しいんと,しいんと,N2,様子
自衛,じえい,N2,社会
塩辛,しおから,N2,食べ物
四角い,しかくい,N2,買い物
仕方がない,しかたがない,N2,様子
時間割,じかんわり,N2,学校
茂る,しげる,N2,自然
持参,じさん,N2,仕事
磁石,じしゃく,N2,家
四捨五入,ししゃごにゅう,N2,数
始終,しじゅう,N2,人
自習,じしゅう,N2,学校
静まる,しずまる,N2,自然
姿勢,しせい,N2,体
自然科学,しぜんかがく,N2,学校
時速,じそく,N2,交通
子孫,しそん,N2,社会
死体,したい,N2,社会
下書き,したがき,N2,学校
自宅,じたく,N2,仕事
下町,したまち,N2,街
自治,じち,N2,社会
実感,じっかん,N2,学校
しつこい,しつこい,N2,人
執筆,しっぴつ,N2,仕事
しっぽ,しっぽ,N2,自然
実例,じつれい,N2,仕事
しつれいしました,しつれいしました,N2,あいさつ
失恋,しつれん,N2,人
私鉄,してつ,N2,交通
児童,じどう,N2,社会
縛る,しばる,N2,家
地盤,じばん,N2,社会
しびれる,しびれる,N2,体
紙幣,しへい,N2,趣味
萎む,しぼむ,N2,自然
氏名,しめい,N2,社会
締め切る,しめきる,N2,仕事
しめた,しめた,N2,様子
地面,じめん,N2,自然
ジャーナリスト,ジャーナリスト,N2,仕事
社会科学,しゃかいかがく,N2,学校
しゃがむ,しゃがむ,N2,動作
蛇口,じゃぐち,N2,家
弱点,じゃくてん,N2,人
車庫,しゃこ,N2,家
車掌,しゃしょう,N2,交通
写生,しゃせい,N2,趣味
社説,しゃせつ,N2,社会
しゃっくり,しゃっくり,N2,体
シャッター,シャッター,N2,買い物
しゃぶる,しゃぶる,N2,体
車輪,しゃりん,N2,交通
洒落,しゃれ,N2,人
じゃんけん,じゃんけん,N2,趣味
集会,しゅうかい,N2,社会
住居,じゅうきょ,N2,家
集金,しゅうきん,N2,仕事
集合,しゅうごう,N2,時間
習字,しゅうじ,N2,学校
じゅうたん,じゅうたん,N2,家
終点,しゅうてん,N2,交通
重点,じゅうてん,N2,仕事
就任,しゅうにん,N2,仕事
周辺,しゅうへん,N2,街
重役,じゅうやく,N2,仕事
終了,しゅうりょう,N2,仕事
重量,じゅうりょう,N2,交通
熟語,じゅくご,N2,学校
受験,じゅけん,N2,学校
主語,しゅご,N2,学校
主人,しゅじん,N2,人
出勤,しゅっきん,N2,仕事
述語,じゅつご,N2,学校
寿命,じゅみょう,N2,家
主役,しゅやく,N2,趣味
受話器,じゅわき,N2,家
循環,じゅんかん,N2,体
巡査,じゅんさ,N2,街
純情,じゅんじょう,N2,人
消化,しょうか,N2,体
小学生,しょうがくせい,N2,人
しょうがない,しょうがない,N2,様子
将棋,しょうぎ,N2,趣味
蒸気,じょうき,N2,食べ物
定規,じょうぎ,N2,学校
賞金,しょうきん,N2,趣味
上下,じょうげ,N2,社会
障子,しょうじ,N2,家
商社,しょうしゃ,N2,仕事
乗車,じょうしゃ,N2,交通
上旬,じょうじゅん,N2,時間
商店,しょうてん,N2,街
焦点,しょうてん,N2,仕事
消毒,しょうどく,N2,体
勝敗,しょうはい,N2,趣味
蒸発,じょうはつ,N2,自然
勝負,しょうぶ,N2,趣味
消防署,しょうぼうしょ,N2,社会
正味,しょうみ,N2,仕事
正面,しょうめん,N2,位置
消耗,しょうもう,N2,体
省略,しょうりゃく,N2,仕事
助教授,じょきょうじゅ,N2,学校
食塩,しょくえん,N2,食べ物
職人,しょくにん,N2,仕事
初旬,しょじゅん,N2,時間
書籍,しょせき,N2,学校
食器,しょっき,N2,家
ショップ,ショップ,N2,買い物
書店,しょてん,N2,街
書道,しょどう,N2,趣味
初歩,しょほ,N2,学校
白髪,しらが,N2,体
シリーズ,シリーズ,N2,趣味
私立,しりつ,N2,学校
素人,しろうと,N2,趣味
芯,しん,N2,持ち物
新幹線,しんかんせん,N2,交通
真空,しんくう,N2,食べ物
人事,じんじ,N2,仕事
心身,しんしん,N2,体
人造,じんぞう,N2,自然
寝台,しんだい,N2,交通
侵入,しんにゅう,N2,社会
人文科学,じんぶんかがく,N2,学校
人命,じんめい,N2,社会
森林,しんりん,N2,自然
親類,しんるい,N2,人
神話,しんわ,N2,趣味
酢,す,N2,食べ物
水産,すいさん,N2,社会
水蒸気,すいじょうき,N2,自然
水素,すいそ,N2,学校
推定,すいてい,N2,社会
水滴,すいてき,N2,家
水筒,すいとう,N2,持ち物
随筆,ずいひつ,N2,趣味
水分,すいぶん,N2,体
水平線,すいへいせん,N2,自然
水面,すいめん,N2,自然
水曜,すいよう,N2,時間
図々しい,ずうずうしい,N2,人
ずうっと,ずうっと,N2,時間
末っ子,すえっこ,N2,家
スカーフ,スカーフ,N2,買い物
図鑑,ずかん,N2,学校
隙,すき,N2,趣味
杉,すぎ,N2,自然
好き嫌い,すききらい,N2,食べ物
好き好き,すきずき,N2,食べ物
透き通る,すきとおる,N2,自然
スクール,スクール,N2,学校
図形,ずけい,N2,学校
鈴,すず,N2,家
涼む,すずむ,N2,自然
スチュワーデス,スチュワーデス,N2,交通
すっきり,すっきり,N2,家
ステージ,ステージ,N2,趣味
ストッキング,ストッキング,N2,買い物
ストップ,ストップ,N2,仕事
頭脳,ずのう,N2,学校
スピーカー,スピーカー,N2,家
図表,ずひょう,N2,仕事
スマート,スマート,N2,仕事
住まい,すまい,N2,家
すまない,すまない,N2,あいさつ
相撲,すもう,N2,趣味
スライド,スライド,N2,仕事
ずらす,ずらす,N2,仕事
ずらり,ずらり,N2,家
スリッパ,スリッパ,N2,家
狡い,ずるい,N2,人
寸法,すんぽう,N2,家
姓,せい,N2,人
製作,せいさく,N2,仕事
制作,せいさく,N2,趣味
清書,せいしょ,N2,学校
青少年,せいしょうねん,N2,社会
整数,せいすう,N2,数
清掃,せいそう,N2,社会
生存,せいぞん,N2,自然
政党,せいとう,N2,社会
生年月日,せいねんがっぴ,N2,社会
成分,せいぶん,N2,体
正方形,せいほうけい,N2,学校
正門,せいもん,N2,学校
西暦,せいれき,N2,時間
背負う,せおう,N2,動作
赤道,せきどう,N2,自然
接近,せっきん,N2,自然
接する,せっする,N2,仕事
せっせと,せっせと,N2,仕事
接続,せつぞく,N2,交通
瀬戸物,せともの,N2,家
ぜひとも,ぜひとも,N2,あいさつ
ゼミ,ゼミ,N2,学校
せめて,せめて,N2,人
攻める,せめる,N2,趣味
セメント,セメント,N2,街
台詞,せりふ,N2,趣味
前後,ぜんご,N2,時間
全集,ぜんしゅう,N2,趣味
全身,ぜんしん,N2,体
扇子,せんす,N2,持ち物
先々月,せんせんげつ,N2,時間
先々週,せんせんしゅう,N2,時間
先祖,せんぞ,N2,人
先端,せんたん,N2,位置
センチ,センチ,N2,数
宣伝,せんでん,N2,仕事
先頭,せんとう,N2,位置
全般,ぜんぱん,N2,社会
扇風機,せんぷうき,N2,家
洗面,せんめん,N2,体
全力,ぜんりょく,N2,趣味
相違,そうい,N2,仕事
そういえば,そういえば,N2,接続詞
増減,ぞうげん,N2,仕事
相互,そうご,N2,人
創作,そうさく,N2,趣味
葬式,そうしき,N2,社会
造船,ぞうせん,N2,社会
騒々しい,そうぞうしい,N2,家
増大,ぞうだい,N2,仕事
そうっと,そうっと,N2,動作
草履,ぞうり,N2,買い物
総理大臣,そうりだいじん,N2,社会
属する,ぞくする,N2,社会
続々,ぞくぞく,N2,買い物
速達,そくたつ,N2,仕事
測量,そくりょう,N2,仕事
速力,そくりょく,N2,交通
素質,そしつ,N2,趣味
祖先,そせん,N2,人
そそっかしい,そそっかしい,N2,人
そのころ,そのころ,N2,時間
その他,そのほか,N2,仕事
剃る,そる,N2,体
それなのに,それなのに,N2,接続詞
それなら,それなら,N2,接続詞
それはいけませんね,それはいけませんね,N2,あいさつ
逸れる,それる,N2,仕事
算盤,そろばん,N2,学校
存じる,ぞんじる,N2,仕事
損得,そんとく,N2,仕事
タイア,タイア,N2,交通
だいいち,だいいち,N2,社会
大学院,だいがくいん,N2,学校
大工,だいく,N2,仕事
体系,たいけい,N2,学校
太鼓,たいこ,N2,趣味
対策,たいさく,N2,仕事
大小,だいしょう,N2,家
大層,たいそう,N2,家
体操,たいそう,N2,体
大分,だいぶん,N2,体
大木,たいぼく,N2,自然
題名,だいめい,N2,趣味
代名詞,だいめいし,N2,学校
ダイヤグラム,ダイヤグラム,N2,交通
ダイヤモンド,ダイヤモンド,N2,買い物
ダイヤル,ダイヤル,N2,家
対立,たいりつ,N2,社会
田植え,たうえ,N2,自然
絶えず,たえず,N2,自然
楕円,だえん,N2,家
耕す,たがやす,N2,自然
滝,たき,N2,自然
蓄える,たくわえる,N2,家
竹,たけ,N2,自然
ただいま,ただいま,N2,あいさつ
立ち止まる,たちどまる,N2,動作
脱線,だっせん,N2,仕事
例える,たとえる,N2,人
足袋,たび,N2,買い物
ダブル,ダブル,N2,交通
ダム,ダム,N2,社会
溜息,ためいき,N2,人
ためらう,ためらう,N2,様子
足る,たる,N2,社会
短期,たんき,N2,仕事
炭鉱,たんこう,N2,社会
短所,たんしょ,N2,人
たんす,たんす,N2,家
淡水,たんすい,N2,自然
単数,たんすう,N2,学校
団地,だんち,N2,街
断定,だんてい,N2,仕事
短編,たんぺん,N2,趣味
誓う,ちかう,N2,人
地下水,ちかすい,N2,自然
近々,ちかぢか,N2,時間
近付ける,ちかづける,N2,家
近寄る,ちかよる,N2,社会
力強い,ちからづよい,N2,人
ちぎる,ちぎる,N2,動作
地質,ちしつ,N2,学校
知人,ちじん,N2,人
地帯,ちたい,N2,自然
縮める,ちぢめる,N2,仕事
縮れる,ちぢれる,N2,体
チップ,チップ,N2,交通
地点,ちてん,N2,位置
地名,ちめい,N2,学校
茶色い,ちゃいろい,N2,色
着々,ちゃくちゃく,N2,仕事
