word,kana,level,topic
仰ぐ,あおぐ,N1,動作
麻,あさ,N1,買い物
宛,あて,N1,仕事
誤る,あやまる,N1,仕事
合わせ,あわせ,N1,買い物
異議,いぎ,N1,仕事
生ける,いける,N1,趣味
意向,いこう,N1,仕事
移行,いこう,N1,仕事
営,えい,N1,社会
液,えき,N1,学校
大まか,おおまか,N1,仕事
公,おおやけ,N1,社会
おごる,おごる,N1,食べ物
納まる,おさまる,N1,家
雄,おす,N1,自然
界,かい,N1,仕事
改修,かいしゅう,N1,街
会談,かいだん,N1,社会
介抱,かいほう,N1,体
掛け,かけ,N1,家
加工,かこう,N1,仕事
河川,かせん,N1,自然
化繊,かせん,N1,買い物
片,かた,N1,体
且つ,かつ,N1,接続詞
干渉,かんしょう,N1,人
幹線,かんせん,N1,交通
街頭,がいとう,N1,社会
規格,きかく,N1,仕事
基金,ききん,N1,社会
棄権,きけん,N1,趣味
気象,きしょう,N1,自然
狂,きょう,N1,趣味
強,きょう,N1,時間
教科,きょうか,N1,学校
協会,きょうかい,N1,社会
くじ,くじ,N1,趣味
懸賞,けんしょう,N1,趣味
賢明,けんめい,N1,仕事
現行,げんこう,N1,社会
故,こ,N1,社会
好意,こうい,N1,あいさつ
好況,こうきょう,N1,仕事
抗議,こうぎ,N1,社会
講習,こうしゅう,N1,学校
高尚,こうしょう,N1,趣味
行進,こうしん,N1,趣味
向上,こうじょう,N1,仕事
抗争,こうそう,N1,社会
構想,こうそう,N1,仕事
後退,こうたい,N1,社会
口頭,こうとう,N1,仕事
好評,こうひょう,N1,買い物
公用,こうよう,N1,仕事
公立,こうりつ,N1,学校
細菌,さいきん,N1,体
採算,さいさん,N1,仕事
さらう,さらう,N1,趣味
障る,さわる,N1,体
潮,しお,N1,自然
支持,しじ,N1,社会
使命,しめい,N1,仕事
宗,しゅう,N1,社会
署,しょ,N1,社会
症,しょう,N1,体
証,しょう,N1,学校
神聖,しんせい,N1,社会
自転,じてん,N1,学校
嬢,じょう,N1,仕事
政策,せいさく,N1,社会
盛装,せいそう,N1,買い物
正当,せいとう,N1,社会
専修,せんしゅう,N1,学校
戦闘,せんとう,N1,社会
捜索,そうさく,N1,社会
具わる,そなわる,N1,仕事
そり,そり,N1,趣味
反る,そる,N1,家
丈,たけ,N1,買い物
だと,だと,N1,自然
乳,ちち,N1,自然
中傷,ちゅうしょう,N1,社会
著,ちょ,N1,趣味
造り,つくり,N1,家
つじつま,つじつま,N1,仕事
つぶる,つぶる,N1,体
天,てん,N1,自然
転回,てんかい,N1,交通
当,とう,N1,仕事
貴い,とうとい,N1,社会
どころか,どころか,N1,助詞
なんか,なんか,N1,助詞
刃,は,N1,家
派,は,N1,社会
繁栄,はんえい,N1,社会
ひび,ひび,N1,家
布巾,ふきん,N1,家
耽る,ふける,N1,趣味
老ける,ふける,N1,体
富豪,ふごう,N1,社会
負債,ふさい,N1,仕事
兵器,へいき,N1,社会
閉口,へいこう,N1,自然
法学,ほうがく,N1,学校
干し,ほし,N1,食べ物
負かす,まかす,N1,趣味
増し,まし,N1,買い物
またがる,またがる,N1,自然
まみれ,まみれ,N1,様子
未知,みち,N1,学校
斑,むら,N1,仕事
設ける,もうける,N1,仕事
腿,もも,N1,体
漏る,もる,N1,家
病む,やむ,N1,体
勇敢,ゆうかん,N1,社会
養護,ようご,N1,仕事
良心,りょうしん,N1,社会
セックス,セックス,N1,体
マイ,マイ,N1,交通
脂,あぶら,N2,食べ物
位,い,N2,趣味
幾,いく,N2,自然
緯度,いど,N2,自然
飢える,うえる,N2,社会
写る,うつる,N2,趣味
園,えん,N2,学校
貝,かい,N2,自然
快晴,かいせい,N2,自然
回転,かいてん,N2,仕事
各,かく,N2,仕事
歌謡,かよう,N2,趣味
感,かん,N2,様子
巻,かん,N2,趣味
館,かん,N2,学校
刊,かん,N2,趣味
楽器,がっき,N2,趣味
期,き,N2,仕事
機,き,N2,家
教,きょう,N2,社会
斬る,きる,N2,趣味
懸命,けんめい,N2,仕事
孝行,こうこう,N2,家
肯定,こうてい,N2,仕事
校庭,こうてい,N2,学校
再,さい,N2,体
最,さい,N2,買い物
捜す,さがす,N2,持ち物
酸性,さんせい,N2,学校
四季,しき,N2,自然
縞,しま,N2,買い物
汁,しる,N2,食べ物
重体,じゅうたい,N2,体
戦,せん,N2,趣味
専制,せんせい,N2,社会
艘,そう,N2,交通
総,そう,N2,社会
建つ,たつ,N2,街
付,つき,N2,交通
吊る,つる,N2,家
定価,ていか,N2,買い物
滴,てき,N2,体
転々,てんてん,N2,仕事
伝記,でんき,N2,趣味
捕る,とる,N2,自然
採る,とる,N2,仕事
倣う,ならう,N2,仕事
掃く,はく,N2,家
泊,はく,N2,交通
初めに,はじめに,N2,副詞
反,はん,N2,社会
非,ひ,N2,社会
費,ひ,N2,仕事
陽射し,ひざし,N2,自然
副,ふく,N2,仕事
副詞,ふくし,N2,学校
古,ふる,N2,買い物
遍,へん,N2,学校
防,ぼう,N2,社会
防止,ぼうし,N2,社会
未,み,N2,買い物
惨め,みじめ,N2,趣味
診る,みる,N2,体
問,もん,N2,学校
軟らかい,やわらかい,N2,食べ物
友好,ゆうこう,N2,社会
要旨,ようし,N2,学校
幼児,ようじ,N2,家
慶ぶ,よろこぶ,N2,あいさつ
料,りょう,N2,買い物
両,りょう,N2,体
寮,りょう,N2,学校
領,りょう,N2,社会
遭う,あう,N3,自然
悪,あく,N3,社会
明ける,あける,N3,時間
温かい,あたたかい,N3,食べ物
暖まる,あたたまる,N3,家
暖める,あたためる,N3,食べ物
当り,あたり,N3,趣味
著す,あらわす,N3,趣味
現す,あらわす,N3,様子
異,い,N3,仕事
意,い,N3,あいさつ
行き,いき,N3,交通
医師,いし,N3,体
意地,いじ,N3,人
異常,いじょう,N3,仕事
依然,いぜん,N3,様子
傷める,いためる,N3,体
衣料,いりょう,N3,買い物
討つ,うつ,N3,趣味
撃つ,うつ,N3,趣味
映す,うつす,N3,仕事
産む,うむ,N3,自然
柄,え,N3,家
王,おう,N3,社会
負う,おう,N3,仕事
贈る,おくる,N3,買い物
納める,おさめる,N3,社会
治める,おさめる,N3,社会
織る,おる,N3,仕事
恩,おん,N3,人
飼う,かう,N3,家
帰す,かえす,N3,家
替える,かえる,N3,家
代える,かえる,N3,あいさつ
換える,かえる,N3,買い物
罹る,かかる,N3,体
掻く,かく,N3,体
核,かく,N3,仕事
格,かく,N3,趣味
欠く,かく,N3,仕事
嗅ぐ,かぐ,N3,自然
賭ける,かける,N3,趣味
駆ける,かける,N3,自然
陰,かげ,N3,自然
堅い,かたい,N3,様子
勝ち,かち,N3,趣味
仮定,かてい,N3,仕事
金,かね,N3,買い物
神,かみ,N3,社会
加味,かみ,N3,仕事
革,かわ,N3,買い物
河,かわ,N3,自然
渇く,かわく,N3,体
観,かん,N3,社会
勘,かん,N3,様子
慣行,かんこう,N3,社会
刊行,かんこう,N3,仕事
感じ,かんじ,N3,人
勘定,かんじょう,N3,買い物
官僚,かんりょう,N3,社会
季刊,きかん,N3,趣味
機関,きかん,N3,仕事
器官,きかん,N3,体
起源,きげん,N3,学校
機嫌,きげん,N3,様子
機構,きこう,N3,仕事
規制,きせい,N3,交通
気体,きたい,N3,学校
球,きゅう,N3,学校
級,きゅう,N3,学校
旧,きゅう,N3,社会
急速,きゅうそく,N3,社会
丘陵,きゅうりょう,N3,自然
享受,きょうじゅ,N3,社会
切り,きり,N3,仕事
菌,きん,N3,体
近視,きんし,N3,体
金属,きんぞく,N3,仕事
汲む,くむ,N3,家
酌む,くむ,N3,食べ物
くらい,くらい,N3,様子
咥える,くわえる,N3,自然
軍,ぐん,N3,社会
群,ぐん,N3,自然
計,けい,N3,体
刑,けい,N3,社会
経緯,けいい,N3,仕事
契機,けいき,N3,仕事
計器,けいき,N3,仕事
血管,けっかん,N3,体
券,けん,N3,趣味
件,けん,N3,仕事
県,けん,N3,交通
現象,げんしょう,N3,自然
恋,こい,N3,人
講演,こうえん,N3,学校
硬貨,こうか,N3,買い物
高価,こうか,N3,買い物
航海,こうかい,N3,交通
後者,こうしゃ,N3,仕事
構成,こうせい,N3,学校
荒廃,こうはい,N3,自然
超える,こえる,N3,社会
胡椒,こしょう,N3,食べ物
越す,こす,N3,交通
際,さい,N3,趣味
策,さく,N3,仕事
柵,さく,N3,自然
昨,さく,N3,時間
裂く,さく,N3,仕事
作,さく,N3,自然
裂ける,さける,N3,買い物
射す,さす,N3,自然
挿す,さす,N3,家
注す,さす,N3,食べ物
覚ます,さます,N3,体
氏,し,N3,社会
詩,し,N3,趣味
死,し,N3,社会
四角,しかく,N3,学校
視覚,しかく,N3,体
指揮,しき,N3,仕事
舌,した,N3,体
質,しつ,N3,仕事
湿る,しめる,N3,家
週,しゅう,N3,時間
州,しゅう,N3,社会
衆,しゅう,N3,社会
章,しょう,N3,学校
賞,しょう,N3,学校
商人,しょうにん,N3,仕事
仕様,しよう,N3,仕事
新興,しんこう,N3,仕事
振興,しんこう,N3,社会
信仰,しんこう,N3,社会
申告,しんこく,N3,社会
身長,しんちょう,N3,体
磁器,じき,N3,家
直,じき,N3,時間
磁気,じき,N3,学校
自己,じこ,N3,仕事
自動,じどう,N3,街
住,じゅう,N3,社会
銃,じゅう,N3,社会
情,じょう,N3,人
上京,じょうきょう,N3,交通
巣,す,N3,自然
澄む,すむ,N3,自然
性,せい,N3,仕事
生,せい,N3,社会
所為,せい,N3,体
正,せい,N3,学校
正規,せいき,N3,仕事
精巧,せいこう,N3,趣味
精算,せいさん,N3,交通
咳,せき,N3,体
責める,せめる,N3,様子
先行,せんこう,N3,仕事
専攻,せんこう,N3,学校
前進,ぜんしん,N3,仕事
相,そう,N3,街
僧,そう,N3,社会
添う,そう,N3,仕事
捜査,そうさ,N3,社会
創造,そうぞう,N3,仕事
具える,そなえる,N3,仕事
対,たい,N3,趣味
焚く,たく,N3,家
宅,たく,N3,家
断つ,たつ,N3,人
旅,たび,N3,交通
溜まる,たまる,N3,仕事
溜める,ためる,N3,家
題,だい,N3,学校
大,だい,N3,仕事
段,だん,N3,家
地,ち,N3,社会
駐車,ちゅうしゃ,N3,交通
就く,つく,N3,仕事
接ぐ,つぐ,N3,体
継ぐ,つぐ,N3,仕事
着ける,つける,N3,仕事
摘む,つむ,N3,自然
露,つゆ,N3,自然
転校,てんこう,N3,学校
問う,とう,N3,社会
棟,とう,N3,街
塔,とう,N3,街
党,とう,N3,社会
綴じる,とじる,N3,仕事
留める,とめる,N3,仕事
仲,なか,N3,人
並,なみ,N3,食べ物
鳴らす,ならす,N3,趣味
馴らす,ならす,N3,自然
馴れる,なれる,N3,自然
覗く,のぞく,N3,動作
延ばす,のばす,N3,仕事
延びる,のびる,N3,仕事
上る,のぼる,N3,交通
載る,のる,N3,仕事
諮る,はかる,N3,仕事
量る,はかる,N3,交通
図る,はかる,N3,仕事
吐く,はく,N3,体
放す,はなす,N3,自然
放れる,はなれる,N3,仕事
原,はら,N3,自然
版,はん,N3,趣味
判,はん,N3,仕事
班,はん,N3,学校
灯,ひ,N3,街
碑,ひ,N3,街
独り,ひとり,N3,家
票,ひょう,N3,社会
秒,びょう,N3,時間
便,びん,N3,交通
福,ふく,N3,社会
経る,へる,N3,時間
誇り,ほこり,N3,仕事
補償,ほしょう,N3,社会
蒔く,まく,N3,自然
撒く,まく,N3,家
膜,まく,N3,学校
幕,まく,N3,趣味
交じる,まじる,N3,学校
交ぜる,まぜる,N3,趣味
松,まつ,N3,自然
身,み,N3,体
無視,むし,N3,交通
芽,め,N3,自然
尤も,もっとも,N3,接続詞
基,もと,N3,仕事
素,もと,N3,食べ物
約,やく,N3,副詞
役,やく,N3,仕事
野党,やとう,N3,社会
容易,ようい,N3,仕事
陽気,ようき,N3,人
因る,よる,N3,自然
例,れい,N3,学校
輪,わ,N3,趣味
枠,わく,N3,仕事
湧く,わく,N3,自然
写す,うつす,N4,学校
億,おく,N4,数
下りる,おりる,N4,交通
会,かい,N4,仕事
気,き,N4,様子
汽車,きしゃ,N4,交通
急行,きゅうこう,N4,交通
教会,きょうかい,N4,社会
子,こ,N4,家
郊外,こうがい,N4,街
校長,こうちょう,N4,学校
講堂,こうどう,N4,学校
市,し,N4,街
製,せい,N4,買い物
尋ねる,たずねる,N4,交通
立てる,たてる,N4,仕事
代,だい,N4,人
地理,ちり,N4,学校
点く,つく,N4,家
漬ける,つける,N4,食べ物
電灯,でんとう,N4,家
舟,ふね,N4,交通
赤,あか,N5,色
上げる,あげる,N5,学校
厚い,あつい,N5,学校
後,あと,N5,時間
飴,あめ,N5,食べ物
一,いち,N5,数
家庭,かてい,N5,家
九,きゅう,N5,数
警官,けいかん,N5,街
個,こ,N5,買い物
語,ご,N5,学校
五,ご,N5,数
差す,さす,N5,自然
三,さん,N5,数
締める,しめる,N5,買い物
週間,しゅうかん,N5,時間
好き,すき,N5,食べ物
背,せい,N5,体
台,だい,N5,交通
二,に,N5,数
八,はち,N5,数
晩,ばん,N5,時間
辺,へん,N5,街
屋,や,N5,買い物
易しい,やさしい,N5,学校
零,れい,N5,自然
カー,カー,N3,交通
ああ,ああ,N5,あいさつ
青,あお,N5,色
明後日,あさって,N5,時間
あちら,あちら,N5,指示
あっち,あっち,N5,指示
あなた,あなた,N5,人
危ない,あぶない,N5,交通
いい,いい,N5,自然
いいえ,いいえ,N5,あいさつ
いかが,いかが,N5,あいさつ
池,いけ,N5,自然
五日,いつか,N5,時間
一緒,いっしょ,N5,人
嫌,いや,N5,仕事
入れる,いれる,N5,持ち物
色々,いろいろ,N5,買い物
歌う,うたう,N5,趣味
ええ,ええ,N5,あいさつ
お,お,N5,あいさつ
大きな,おおきな,N5,様子
お母さん,おかあさん,N5,家
奥さん,おくさん,N5,人
お皿,おさら,N5,家
おじいさん,おじいさん,N5,家
お手洗い,おてあらい,N5,街
お父さん,おとうさん,N5,家
男の子,おとこのこ,N5,人
おととし,おととし,N5,時間
お腹,おなか,N5,体
同じ,おなじ,N5,食べ物
お兄さん,おにいさん,N5,家
お姉さん,おねえさん,N5,家
おばあさん,おばあさん,N5,家
お風呂,おふろ,N5,家
お弁当,おべんとう,N5,食べ物
おまわりさん,おまわりさん,N5,街
女の子,おんなのこ,N5,人
か月,かげつ,N5,時間
カップ,カップ,N5,家
花瓶,かびん,N5,家
がる,がる,N5,体
側,がわ,N5,位置
黄色,きいろ,N5,色
黄色い,きいろい,N5,買い物
消える,きえる,N5,家
牛肉,ぎゅうにく,N5,食べ物
兄弟,きょうだい,N5,家
嫌い,きらい,N5,食べ物
キロ,キロ,N5,買い物
下さい,ください,N5,あいさつ
曇り,くもり,N5,自然
グラム,グラム,N5,食べ物
黒,くろ,N5,色
交差点,こうさてん,N5,交通
紅茶,こうちゃ,N5,食べ物
九日,ここのか,N5,時間
こっち,こっち,N5,指示
コピーする,コピーする,N5,仕事
ころ,ころ,N5,時間
こんな,こんな,N5,指示
さあ,さあ,N5,あいさつ
先,さき,N5,位置
冊,さつ,N5,学校
さ来年,さらいねん,N5,時間
七,しち,N5,数
自動車,じどうしゃ,N5,交通
字引,じびき,N5,学校
じゃ,じゃ,N5,あいさつ
白,しろ,N5,色
吸う,すう,N5,体
すぐに,すぐに,N5,仕事
ずつ,ずつ,N5,数
ストーブ,ストーブ,N5,家
する,する,N5,学校
生徒,せいと,N5,学校
背広,せびろ,N5,買い物
ゼロ,ゼロ,N5,数
そうして,そうして,N5,接続詞
そちら,そちら,N5,指示
そっち,そっち,N5,指示
それでは,それでは,N5,接続詞
大使館,たいしかん,N5,街
大丈夫,だいじょうぶ,N5,あいさつ
大好き,だいすき,N5,食べ物
たち,たち,N5,人
たばこ,たばこ,N5,社会
誰か,だれか,N5,人
小さな,ちいさな,N5,様子
茶色,ちゃいろ,N5,色
茶碗,ちゃわん,N5,家
丁度,ちょうど,N5,時間
テープ,テープ,N5,仕事
テープレコーダー,テープレコーダー,N5,学校
度,ど,N5,自然
どうぞ,どうぞ,N5,あいさつ
どうも,どうも,N5,あいさつ
十日,とおか,N5,時間
年,とし,N5,人
どっち,どっち,N5,疑問詞
どなた,どなた,N5,疑問詞
鶏肉,とりにく,N5,食べ物
無くす,なくす,N5,持ち物
など,など,N5,買い物
七日,なのか,N5,時間
日,にち,N5,時間
温い,ぬるい,N5,食べ物
灰皿,はいざら,N5,家
葉書,はがき,N5,仕事
初め,はじめ,N5,様子
初めて,はじめて,N5,交通
二十歳,はたち,N5,人
二十日,はつか,N5,時間
晴れ,はれ,N5,自然
匹,ひき,N5,家
低い,ひくい,N5,家
一月,ひとつき,N5,時間
平仮名,ひらがな,N5,学校
フィルム,フィルム,N5,趣味
フォーク,フォーク,N5,食べ物
豚肉,ぶたにく,N5,食べ物
二日,ふつか,N5,時間
ペット,ペット,N5,家
勉強,べんきょう,N5,学校
ポケット,ポケット,N5,買い物
欲しい,ほしい,N5,買い物
ポスト,ポスト,N5,街
本棚,ほんだな,N5,家
本当,ほんとう,N5,あいさつ
枚,まい,N5,学校
毎朝,まいあさ,N5,時間
毎晩,まいばん,N5,時間
まずい,まずい,N5,食べ物
まっすぐ,まっすぐ,N5,交通
マッチ,マッチ,N5,家
万年筆,まんねんひつ,N5,持ち物
三日,みっか,N5,時間
緑,みどり,N5,色
六日,むいか,N5,時間
メートル,メートル,N5,数
もしもし,もしもし,N5,あいさつ
やる,やる,N5,家
夕飯,ゆうはん,N5,食べ物
昨夜,ゆうべ,N5,時間
ゆっくりと,ゆっくりと,N5,交通
八日,ようか,N5,時間
洋服,ようふく,N5,買い物
横,よこ,N5,位置
四日,よっか,N5,時間
レコード,レコード,N5,趣味
練習,れんしゅう,N5,学校
六,ろく,N5,数
ワイシャツ,ワイシャツ,N5,買い物
私,わたし,N5,人
悪い,わるい,N5,体
区,く,N4,街
すっと,すっと,N4,動作
ステレオ,ステレオ,N4,趣味
医学,いがく,N4,学校
テキスト,テキスト,N4,学校
僕,ぼく,N4,人
オートバイ,オートバイ,N4,交通
もし,もし,N4,副詞
大学生,だいがくせい,N4,学校
別,べつ,N4,仕事
非常に,ひじょうに,N4,副詞
お宅,おたく,N4,あいさつ
だめ,だめ,N4,社会
アフリカ,アフリカ,N4,社会
一生懸命,いっしょうけんめい,N4,仕事
今度,こんど,N4,時間
彼,かれ,N4,人
いらっしゃる,いらっしゃる,N4,仕事
大事,だいじ,N4,仕事
贈り物,おくりもの,N4,買い物
注意,ちゅうい,N4,社会
課長,かちょう,N4,仕事
ガラス,ガラス,N4,家
エスカレーター,エスカレーター,N4,街
絹,きぬ,N4,買い物
ちっとも,ちっとも,N4,副詞
中学校,ちゅうがっこう,N4,学校
ガス,ガス,N4,家
致す,いたす,N4,仕事
噛む,かむ,N4,食べ物
西洋,せいよう,N4,趣味
申し上げる,もうしあげる,N4,あいさつ
建て,だて,N4,家
動物園,どうぶつえん,N4,趣味
サンドイッチ,サンドイッチ,N4,食べ物
人形,にんぎょう,N4,家
利用,りよう,N4,社会
飾る,かざる,N4,家
いくらでも,いくらでも,N4,副詞
ビル,ビル,N4,街
けんかする,けんかする,N4,家
受ける,うける,N4,学校
そんな,そんな,N4,指示
ぶどう,ぶどう,N4,食べ物
無くなる,なくなる,N4,仕事
再来月,さらいげつ,N4,時間
林,はやし,N4,自然
パパ,パパ,N4,家
飛行場,ひこうじょう,N4,交通
柔道,じゅうどう,N4,趣味
連絡,れんらく,N4,仕事
なさる,なさる,N4,あいさつ
事,こと,N4,仕事
どんどん,どんどん,N4,副詞
美術館,びじゅつかん,N4,趣味
終わり,おわり,N4,仕事
一度,いちど,N4,数
お礼,おれい,N4,あいさつ
お祭り,おまつり,N4,社会
水道,すいどう,N4,家
ベル,ベル,N4,学校
赤ん坊,あかんぼう,N4,家
おかしい,おかしい,N4,様子
員,いん,N4,仕事
頂く,いただく,N4,あいさつ
スクリーン,スクリーン,N4,仕事
ばかり,ばかり,N4,助詞
心,こころ,N4,体
ステーキ,ステーキ,N4,食べ物
踊る,おどる,N4,趣味
ご主人,ごしゅじん,N4,人
用,よう,N4,仕事
公務員,こうむいん,N4,仕事
お嬢さん,おじょうさん,N4,人
アナウンサー,アナウンサー,N4,仕事
お土産,おみやげ,N4,買い物
海岸,かいがん,N4,自然
お祝い,おいわい,N4,あいさつ
乗り物,のりもの,N4,交通
連れる,つれる,N4,家
小鳥,ことり,N4,自然
下宿,げしゅく,N4,学校
ジャム,ジャム,N4,食べ物
はず,はず,N4,様子
楽しむ,たのしむ,N4,趣味
反対,はんたい,N4,社会
ご覧になる,ごらんになる,N4,あいさつ
よろしい,よろしい,N4,あいさつ
今夜,こんや,N4,時間
おつり,おつり,N4,買い物
チェックする,チェックする,N4,仕事
交通,こうつう,N4,交通
ワープロ,ワープロ,N4,仕事
皆,みな,N4,人
ごちそう,ごちそう,N4,食べ物
踊り,おどり,N4,趣味
亡くなる,なくなる,N4,家
差し上げる,さしあげる,N4,あいさつ
予約,よやく,N4,買い物
凄い,すごい,N4,自然
彼ら,かれら,N4,人
一杯,いっぱい,N4,数
アメリカ,アメリカ,N4,社会
男性,だんせい,N4,人
着物,きもの,N4,買い物
おもちゃ,おもちゃ,N4,家
ちゃん,ちゃん,N4,人
あんな,あんな,N4,指示
昼間,ひるま,N4,時間
女性,じょせい,N4,人
邪魔,じゃま,N4,あいさつ
隅,すみ,N4,位置
伺う,うかがう,N4,あいさつ
再来週,さらいしゅう,N4,時間
喉,のど,N4,体
毛,け,N4,買い物
サンダル,サンダル,N4,買い物
びっくりする,びっくりする,N4,様子
うまい,うまい,N4,趣味
是非,ぜひ,N4,副詞
おいでになる,おいでになる,N4,あいさつ
ハンバーグ,ハンバーグ,N4,食べ物
遊び,あそび,N4,趣味
まず,まず,N4,副詞
遠く,とおく,N4,位置
それほど,それほど,N4,副詞
まま,まま,N4,家
よると,よると,N4,社会
帰り,かえり,N4,交通
スーツ,スーツ,N4,買い物
天気予報,てんきよほう,N4,自然
彼女,かのじょ,N4,人
それで,それで,N4,接続詞
ファックス,ファックス,N4,仕事
高校生,こうこうせい,N4,学校
そんなに,そんなに,N4,副詞
昼休み,ひるやすみ,N4,仕事
訳,わけ,N4,仕事
承知,しょうち,N4,仕事
日記,にっき,N4,趣味
なるほど,なるほど,N4,あいさつ
くださる,くださる,N4,あいさつ
お子さん,おこさん,N4,人
文学,ぶんがく,N4,学校
光,ひかり,N4,自然
お見舞い,おみまい,N4,体
ご存じ,ごぞんじ,N4,あいさつ
アジア,アジア,N4,社会
あ,あ,N4,あいさつ
展覧会,てんらんかい,N4,趣味
カーテン,カーテン,N4,家
召し上がる,めしあがる,N4,あいさつ
おき,おき,N4,時間
安心,あんしん,N4,様子
数学,すうがく,N4,学校
君,きみ,N4,人
この間,このあいだ,N4,時間
格好,かっこう,N4,買い物
かまう,かまう,N4,あいさつ
拝見,はいけん,N4,あいさつ
新聞社,しんぶんしゃ,N4,仕事
いじめる,いじめる,N4,学校
おっしゃる,おっしゃる,N4,あいさつ
アクセサリー,アクセサリー,N4,買い物
向かう,むかう,N4,交通
程,ほど,N4,時間
失敗,しっぱい,N4,仕事
スーツケース,スーツケース,N4,交通
ひげ,ひげ,N4,体
研究室,けんきゅうしつ,N4,学校
紹介,しょうかい,N4,人
けれど,けれど,N4,接続詞
動く,うごく,N4,家
ついて,ついて,N4,仕事
コンサート,コンサート,N4,趣味
コンピュータ,コンピュータ,N4,仕事
水泳,すいえい,N4,趣味
参る,まいる,N4,あいさつ
もうすぐ,もうすぐ,N4,時間
研究,けんきゅう,N4,学校
この頃,このごろ,N4,時間
下げる,さげる,N4,買い物
花見,はなみ,N4,趣味
看護婦,かんごふ,N4,体
ガソリンスタンド,ガソリンスタンド,N4,交通
上がる,あがる,N4,買い物
お陰,おかげ,N4,あいさつ
湯,ゆ,N4,家
木綿,もめん,N4,買い物
タイプ,タイプ,N4,仕事
すり,すり,N4,社会
アルコール,アルコール,N4,体
ソフト,ソフト,N4,仕事
楽しみ,たのしみ,N4,趣味
電報,でんぽう,N4,仕事
家内,かない,N4,家
左右,さゆう,N3,交通
去る,さる,N3,動作
猿,さる,N3,自然
騒ぎ,さわぎ,N3,社会
参加,さんか,N3,仕事
ジーンズ,ジーンズ,N3,買い物
ジェット機,ジェットき,N3,交通
直に,じかに,N3,副詞
しかも,しかも,N3,接続詞
しきりに,しきりに,N3,副詞
刺激,しげき,N3,体
時刻,じこく,N3,時間
自殺,じさつ,N3,社会
詩人,しじん,N3,趣味
思想,しそう,N3,社会
親しい,したしい,N3,人
失業,しつぎょう,N3,社会
実現,じつげん,N3,仕事
実に,じつに,N3,副詞
失望,しつぼう,N3,様子
支店,してん,N3,仕事
品,しな,N3,買い物
支配,しはい,N3,社会
芝居,しばい,N3,趣味
芝生,しばふ,N3,自然
死亡,しぼう,N3,社会
資本,しほん,N3,仕事
姉妹,しまい,N3,家
しまった,しまった,N3,あいさつ
自慢,じまん,N3,食べ物
霜,しも,N3,自然
しゃべる,しゃべる,N3,人
宗教,しゅうきょう,N3,社会
重視,じゅうし,N3,仕事
就職,しゅうしょく,N3,仕事
集団,しゅうだん,N3,社会
集中,しゅうちゅう,N3,学校
主義,しゅぎ,N3,社会
首相,しゅしょう,N3,社会
出場,しゅつじょう,N3,趣味
出版,しゅっぱん,N3,仕事
首都,しゅと,N3,社会
主婦,しゅふ,N3,社会
主要,しゅよう,N3,交通
順,じゅん,N3,仕事
障害,しょうがい,N3,仕事
正午,しょうご,N3,時間
正直,しょうじき,N3,人
常識,じょうしき,N3,社会
少女,しょうじょ,N3,人
少々,しょうしょう,N3,あいさつ
上等,じょうとう,N3,食べ物
衝突,しょうとつ,N3,社会
少年,しょうねん,N3,人
商売,しょうばい,N3,仕事
消防,しょうぼう,N3,社会
女王,じょおう,N3,社会
職,しょく,N3,仕事
食卓,しょくたく,N3,家
食品,しょくひん,N3,食べ物
食物,しょくもつ,N3,食べ物
食料,しょくりょう,N3,食べ物
食糧,しょくりょう,N3,社会
書斎,しょさい,N3,家
女子,じょし,N3,趣味
助手,じょしゅ,N3,仕事
書物,しょもつ,N3,趣味
女優,じょゆう,N3,趣味
知らせ,しらせ,N3,仕事
尻,しり,N3,体
城,しろ,N3,街
進学,しんがく,N3,学校
神経,しんけい,N3,体
真剣,しんけん,N3,仕事
人種,じんしゅ,N3,社会
人生,じんせい,N3,社会
身体,しんたい,N3,体
審判,しんぱん,N3,趣味
親友,しんゆう,N3,人
心理,しんり,N3,学校
人類,じんるい,N3,社会
推薦,すいせん,N3,学校
スイッチ,スイッチ,N3,家
数字,すうじ,N3,仕事
末,すえ,N3,時間
姿,すがた,N3,様子
スキー,スキー,N3,趣味
スケート,スケート,N3,趣味
少しも,すこしも,N3,副詞
筋,すじ,N3,仕事
スター,スター,N3,趣味
スタイル,スタイル,N3,趣味
スタンド,スタンド,N3,家
頭痛,ずつう,N3,体
すなわち,すなわち,N3,接続詞
スピーチ,スピーチ,N3,仕事
全て,すべて,N3,副詞
墨,すみ,N3,趣味
刷る,する,N3,仕事
すれ違う,すれちがう,N3,動作
税,ぜい,N3,社会
正式,せいしき,N3,仕事
成人,せいじん,N3,社会
青年,せいねん,N3,人
生命,せいめい,N3,社会
石炭,せきたん,N3,社会
世間,せけん,N3,社会
説,せつ,N3,学校
絶対,ぜったい,N3,副詞
セット,セット,N3,買い物
愛,あい,N3,家
愛する,あいする,N3,家
アウト,アウト,N3,趣味
明かり,あかり,N3,家
飽きる,あきる,N3,食べ物
握手,あくしゅ,N3,あいさつ
悪魔,あくま,N3,趣味
汗,あせ,N3,体
当たる,あたる,N3,趣味
あちこち,あちこち,N3,位置
集まり,あつまり,N3,人
当てる,あてる,N3,学校
粗,あら,N3,仕事
嵐,あらし,N3,自然
あらゆる,あらゆる,N3,指示
現れ,あらわれ,N3,様子
アルバム,アルバム,N3,趣味
